"Year","Page","Section","Score","Strength","Stage","SDGs","Tags","Quant","Oversight","Summary","Text"
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 15","initiative","","","The company describes various environmental initiatives, including the development of biodiversity parks, greenbelt expansion, and land conversion for vegetation.","Biodiversity Parks developed for Fishes and Rabbits inside Nimrani Plant • Transformation of phosphogypsum heaps into a greenbelt • Expansion of Green belt under Project Visakha • Converting underutilised land to Green Neem vegetation in Thiyagavalli, Cuddalore and other areas"
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 16","policy","","","The company has implemented a Code of Conduct to promote ethical and transparent business practices.","Coromandel has adopted the ‘Code of Conduct’ (Code), to ensure ethics, transparency and accountability in all aspects of the business, and create value for its stakeholders in a sustainable manner."
2022,24,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 16","governance","","✓","Senior management is required to annually affirm their compliance with the Code of Conduct.","All Directors and senior management personnel shall affirm compliance with this Code on an annual basis."
2022,1,"INTEGRATED REPORT FY 2021-22",4,"moderate","In progress","SDG 2, SDG 15","initiative","","","The company uses biological pesticides as part of an integrated pest management approach to increase crop yields.","It follows an integrated pest management approach to improve crop yields with the use of biological pesticides."
2022,14,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 15","initiative","","","The company plans to develop a conservation strategy to minimize the impact of manufacturing activities on biodiversity.","• Develop a Conservation strategy to contain the impact of our manufacturing activities on the biodiversity around our plants"
2022,14,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 15","initiative","","","The company aims to increase green cover around its manufacturing plants to support biodiversity.","• Increase the Green Cover area in and around our manufacturing plants to contribute to biodiversity"
2022,14,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 13, SDG 15","initiative","","","The company will implement nature-based solutions to address climate change and create livelihood opportunities.","• Implement Nature-Based Solutions toward climate change adaptation and expand opportunities for livelihoods"
2022,14,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 13","target","","","The company aims to reduce greenhouse gas emissions and achieve carbon neutrality.","• Aim to reduce Scope 1 and 2 GHG emissions and become carbon neutral in the future"
2022,24,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 12, SDG 13, SDG 17","initiative","","","The company plans to empower employees to take ownership of environmental initiatives.","Designating employees as ambassadors will make them accountable for environmental initiatives and help us achieve our sustainability goals."
2022,24,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 4, SDG 9, SDG 17","initiative","","","The company seeks to collaborate with educational institutions to enhance employee knowledge and innovation.","Strategic partnerships with research and educational institutes will broaden the reach of our employees in the knowledge ecosystem and help us derive greater value from our endeavours."
2022,24,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 9, SDG 12","policy, aspiration","","","The company states its operations comply with plastic waste regulations and aim to become plastic neutral.","Our operations are fully compliant with plastic waste recycling regulatory norms and are poised to become plastic neutral."
2022,23,"Focus Interventions",3,"moderate","Planned","SDG 7","aspiration, initiative","","","The company aims to reduce energy consumption and reliance on fossil fuels by increasing renewable energy use.","Reduce the energy intensity of manufacturing plants • Reduce the dependency on fossil fuels by increasing the use of renewable energy"
2022,23,"Focus Interventions",3,"moderate","Planned","SDG 6","aspiration, policy","","","The company aims to reduce water consumption in manufacturing and achieve zero liquid discharge across all plants.","We aim to reduce the water consumption of our manufacturing processes and make all our plants a zero liquid discharge operations • Deploy a zero liquid discharge policy to reduce water usage in manufacturing processes."
2022,23,"Focus Interventions",3,"moderate","Planned","SDG 12, SDG 17","aspiration, policy","","","The company aims to obtain relevant environmental certifications and adhere to recommended standards.","We commit to having relevant environmental certifications and following recommended standards aligned to environmental sustainability • Propose to acquire essential certifications (ISO 9001, 45001, 14001, 50001, 46001, and Green Building) for our facilities"
2022,24,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 12","initiative","","","The company aims to encourage the use of sustainably sourced materials through capacity building initiatives.","Capacity building to encourage sustainably sourced/ developed material"
2022,24,"INTEGRATED REPORT FY 2021-22",3,"moderate","Mention only","SDG 12, SDG 15, SDG 17","initiative, target","","","The company monitors the impact of its operations.","Impact monitoring of our business activities"
2022,23,"Focus Interventions",3,"moderate","Planned","SDG 8, SDG 5, SDG 10","policy","","","The company aims to establish a Human Rights Policy to improve fair employment practices.","• Establish a Human Rights Policy to strengthen fair employment practices"
2022,24,"INTEGRATED REPORT FY 2021-22",3,"moderate","Mention only","SDG 2, SDG 12","policy, initiative","","","The company lists specific policy interventions related to agriculture, including subsidies, nutrition promotion, and crop protection.","• Subsidy policies - Nutrient based subsidy, Direct Benefit transfer • Promoting balanced nutrition - Integrated Nutrient Management Act, Neem oil coating of Urea, Micronutrient Fortification, Use of Sulphur enhanced Fertilise, Promoting organic manure • Policy reforms - Priority on ‘Make in India’ concept for Fertiliser industry, Focus on Quality testing, Strategic Sourcing for Fertilisers, Usage of Gypsum, Indigenous sourcing of Potash, Covid-19 related Agri recommendations • Crop Protection Policy Measures – Pesticide Management Bill, Drone usage in Agriculture, Product stewardship"
2022,24,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 13, SDG 15","initiative","","","The company is investing in biodiversity conservation, expanding green cover, and allocating funds for resource optimization and emission reduction.","In line with our sustainability commitments, we are investing in biodiversity conservation, expanding the green cover around our facilities, and allocating funds for resource optimisation and emission reduction."
2022,24,"INTEGRATED REPORT FY 2021-22",3,"moderate","Planned","SDG 12, SDG 13","initiative","","","The company aims to improve manufacturing initiatives to use resources responsibly, reduce carbon intensity, and conserve natural capital.","Improvements in manufacturing initiatives will help us use resources more responsibly and efficiently as well as in reducing carbon intensity and conserving natural capital."
2022,24,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 2","aspiration, initiative","","","The company aims to improve farmer livelihoods through sustainable farming practices.","Improving livelihoods for farmers by nurturing and promoting sustainable farming practices and productivity, thereby building a robust ecosystem"
2022,24,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 11","initiative","","","The company engages in community development to inspire employee commitment and shared values.","Increased involvement in community development initiatives energises and motivates our employees to lead with shared values."
2022,24,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 2","initiative","","","The company seeks farmer input to develop products that meet their needs and improve quality.","Securing farmers’ feedback in developing new products helps us build targeted products with improved quality."
2022,24,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 2, SDG 9","aspiration, initiative","","","The company aims to improve its products and processes to meet the needs of farmers.","Continuous improvement in products and processes enabling existing and future needs of the farmers"
2022,24,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 2","aspiration, initiative","","","The company's products aim to address the nutritional needs of crops and protect them from harm.","Addressing essential nutritional requirements and plant/crop protection"
2022,24,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 12, SDG 15","aspiration, initiative","","","The company aims to produce products that minimize environmental impact and promote soil health.","Making products to minimise environmental impact, soil preservation and enhancement to support farmer livelihoods"
2022,14,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 2, SDG 15","initiative","","","The company promotes sustainable agricultural practices like balanced nutrient application and integrated pest management.","We promote balanced nutrient application approach customized to crop and soil needs including organic, primary, secondary, and micro-nutrients and follow integrated pest management practice to improve crop yields by combining the use of biological, cultural and chemical practices to control pests.."
2022,14,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 2, SDG 9","initiative","","","The company invests in research and development to create safer and more effective agricultural products.","Our scientists are undertaking cutting edge R&D activities to develop stable chemistries to innovate products that are more effective and safer for our farmers and the soil."
2022,14,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 8, SDG 17","initiative","","","The company engages with communities and vendors to promote sustainability.","Beyond our farmers, we engage with our communities and vendors to make them a part of our sustainability-led journey and deepen the impact of our endeavours."
2022,24,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 2, SDG 12","policy","","","The company collaborates with government and industry stakeholders on policy issues related to agriculture.","We partner with the government, industry associations, and advocacy groups on a wide range of regulatory and policy issues like agricultural quality, accessibility, and affordability."
2022,24,"INTEGRATED REPORT FY 2021-22",2,"weak","Mention only","SDG 8, SDG 12","initiative","","","The company supports communities through responsible sourcing from local vendors and suppliers.","We support communities through responsible sourcing from local vendors and suppliers to strengthen"
2022,24,"INTEGRATED REPORT FY 2021-22",1,"weak","Mention only","SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","aspiration","","","The company states its strategic and operational imperatives are designed to contribute to the SDGs.","As a company committed to responsible operations and aligned to the country’s growth goals, our strategic and operational imperatives are designed to contribute to the various SDGs so that the world can progress on a sustainable and inclusive growth path."
2022,24,"INTEGRATED REPORT FY 2021-22",1,"weak","Mention only","SDG 3","aspiration","","","The company prioritizes employee well-being as a means to achieve sustainability goals.","Investments to ensure the health, safety and well- being, and welfare of employees and their families are critical to keeping them engaged and aligned with our goals."
2022,14,"INTEGRATED REPORT FY 2021-22",1,"weak","Mention only","SDG 2, SDG 12","aspiration","","","The company aims to provide farmers with safe and environmentally friendly solutions.","We are providing safe and environmentally friendly solutions to farmers who work hard day in and day out to feed the nation."
2022,14,"INTEGRATED REPORT FY 2021-22",1,"weak","Mention only","SDG 12, SDG 17","aspiration","","","The company aims to enhance the sustainability of its entire value chain and ecosystem.","To effectively transform the agriculture sector, we are continuously enhancing the sustainability of our entire value chain and ecosystem."
2022,24,"INTEGRATED REPORT FY 2021-22",1,"weak","Mention only","SDG 16","aspiration","","","The company promotes ethical conduct and integrity among its employees.","Coromandel fosters a work culture with high ethical principles and standards and encourages its employees to perform with total integrity, commitment and ownership."
2022,24,"INTEGRATED REPORT FY 2021-22",1,"weak","Mention only","SDG 16","aspiration","","","Ethical and lawful business conduct is a fundamental principle for the company.","Commitment to ethical and lawful business conduct is a cornerstone of Coromandel’s business practices."
2022,1,"INTEGRATED REPORT FY 2021-22",1,"weak","Mention only","SDG 2, SDG 12","aspiration","","","Coromandel is a leading producer of water-soluble and organic fertilizers in India.","Coromandel is amongst India’s largest water-soluble fertiliser and organic fertiliser player."
2023,53,"Biodiversity",8,"strong","Measurable","SDG 13","initiative, measured_outcome","✓","","Coromandel has achieved 44% green cover on its factory premises.","As a result of these efforts, the organization has achieved an impressive 44% of its total area under green cover."
2023,53,"Biodiversity",8,"strong","Measurable","SDG 13, SDG 15","initiative, measured_outcome","✓","","Coromandel planted 225,000 saplings as part of the Green Visakha program.","As an enthusiastic and dedicated participant in the Green Visakha program, Coromandel took part in planting 2,25,000 saplings across different locations within and around Visakhapatnam."
2023,27,"Pillars, Themes, and Interventions",8,"strong","In progress","SDG 8","policy, initiative, target, kpi","✓","","The company prioritizes employee safety and wellbeing by fostering a culture of open communication, implementing safety processes, and aiming for zero serious injuries.","Ensuring the safety, health, and wellbeing of employees is of utmost importance to Coromandel. It fosters a culture that encourages open communication and empowers its employees to raise safety concerns through various channels. » It has implemented robust processes and safety performance indicators to closely monitor operations and minimize both the Lost Time Injury Frequency Rate (LTIFR) and the Total Recordable Injury Frequency Rate (TRIFR). » Its goal is to maintain a track record of zero serious injuries and fatalities, ensuring the wellbeing of employees."
2023,32,"Inputs Financial Capital Intellectual Capital Human Capital Social & Relationship Capital Natural Capital Manufactured Capital",8,"strong","Measurable","SDG 3, SDG 8, SDG 10","initiative, measured_outcome","✓","","The company reports positively impacting over 725,000 lives through CSR initiatives.","Lives impacted through CSR initiatives: 7.25 lakhs +"
2023,32,"Inputs Financial Capital Intellectual Capital Human Capital Social & Relationship Capital Natural Capital Manufactured Capital",8,"strong","Measurable","SDG 8, SDG 10","initiative, measured_outcome","✓","","The company reports training and placing 108 youth in retail operations.","Youth trained and Placed in retail Operations: 108"
2023,32,"Inputs Financial Capital Intellectual Capital Human Capital Social & Relationship Capital Natural Capital Manufactured Capital",8,"strong","Measurable","SDG 2, SDG 3","initiative, measured_outcome","✓","","The company reports providing advisory and innovation services to approximately 180,000 farmers through nutri-clinics.","Nutri-clinics (Advisory and innovation): ~1.8 Lakh farmers"
2023,116,"6.",8,"strong","Measurable","SDG 7","initiative, measured_outcome","✓","","The company installed solar street lighting at their Visakhapatnam plant to save on energy costs.","Solar Street lighting (Visakhapatnam Plant) Installation of solar street lighting within plant premise (Cost incurred: ~INR 7.1 Lakhs) Green energy and annual cost savings"
2023,116,"6.",8,"strong","Measurable","SDG 7","initiative, measured_outcome","✓","","The company replaced existing lights with LED lights to reduce energy consumption and save costs.","Replacement of existing lights with LED Lights Replacement of metal halides & compact fluorescent lamps with LED lights within plant premise and administration building (Cost incurred: ~INR 5 Lakhs) Less energy consumption leading to annual cost savings as well and improved luminosity"
2023,116,"6.",8,"strong","Measurable","SDG 3, SDG 7, SDG 11","initiative, measured_outcome","✓","","The company provided bicycles to employees to encourage sustainable commuting.","Bicycles for all employees for commuting 660 no’s bicycles distributed to employees for commuting to and from the workplace. Zero emissions, lower maintenance cost, healthier workforce"
2023,116,"6.",8,"strong","Measurable","SDG 7, SDG 12","initiative, measured_outcome","✓","","The company upgraded their instrument air piping system to conserve energy and reduce costs.","Higher pipe size instrument air piping Instrument airline (from Utilities to Complex, Utilities to Sulphuric Acid, Phosphoric acid and ETP plants) size increased. 2 numbers of Instrument Air Receivers installed to increase air hold up capacity and reduce instrument air pressure drop in the system. (Cost incurred: ~INR 80 Lakhs) Energy conserved, annual cost savings, smooth operation of instrument air compressors, lower pressure drop and operating cost of instrument air system"
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",8,"strong","Measurable","SDG 4, SDG 3, SDG 11","initiative, measured_outcome","✓","","The company's CSR initiatives have positively impacted over 59,000, 644,000, and 487,000 people in education, health, and community development.","Coromandel’s CSR initiatives across the areas of Education, Health and Community Development have enhanced and positively impacted the lives of more than ~59000, ~644000 and ~487000 people respectively."
2023,68,"Corporate Social Responsibility",8,"strong","Measurable","SDG 5","initiative, measured_outcome","✓","","The company provided scholarships and career counseling to 2,201 girls through its education scheme.","Through the scheme, the company has provided scholarships and career counselling to 2,201 girls."
2023,68,"Corporate Social Responsibility",8,"strong","Measurable","SDG 4","initiative, measured_outcome","✓","","Udbhav School, supported by Coromandel, achieved a 98% pass rate in class X board exams.","Udbhav School, which provides quality education to the economically weaker sections and supported by Coromandel, continued to deliver strong results and recorded 98% pass percentage in class X board exams conducted by Telangana State Board of Secondary Education."
2023,68,"Corporate Social Responsibility",8,"strong","Measurable","SDG 4","initiative, measured_outcome","✓","","A Learning Enrichment Programme provided supplementary classes to 3,292 students across 12 government schools to address learning gaps caused by the COVID-19 lockdown.","To combat the learning gaps and to address the slow learners resulting from covid lock down in the years the schools were closed, Learning Enrichment Programme was introduced and supplementary classes in subjects like Math, Chemistry and Physics were provided for 3,292 students across 12 government schools of Visakhapatnam, Ennore, Kakinada and Sarigam."
2023,68,"Corporate Social Responsibility",8,"strong","Measurable","SDG 4","initiative, measured_outcome","✓","","Sports Day was held in 121 government schools, with 4,226 students participating.","To promote sports and extracurricular activities at schools, Sports Day was conducted in 121 Government Schools in which 4,226 students participated."
2023,27,"Pillars, Themes, and Interventions",7,"strong","In progress","SDG 12","initiative, policy, target","✓","","The company prioritizes minimizing waste generation and implementing recycling and reuse practices, with a focus on reducing hazardous waste and achieving 100% EPR for plastic waste.","Coromandel’s highest priority is to minimize waste generation throughout its operations. It is actively committed to implementing recycling and reuse practices wherever possible. » Established a comprehensive Waste Management policy. » Primary focus is on reducing the generation of hazardous waste within its manufacturing plants. » Achieving 100% EPR for plastic waste generated at its manufacturing plants."
2023,47,"Corporate Social Responsibility",7,"strong","In progress","SDG 4","initiative, measured_outcome","✓","","The company supports a school dedicated to providing quality education to underprivileged communities, which has a high success rate.","Coromandel continues to support Udbhav School, an educational institution dedicated to providing quality education to underprivileged communities. The school’s exceptional performance remained consistent, with an impressive 98% success rate in the class Xth board"
2023,64,"Specialty Nutrients",7,"strong","In progress","SDG 9","policy, initiative","✓","✓","The Central Insecticides Board & Registration Committee (CIB&RC) has allowed the use of 507 registered crop protection products with drones for two years.","CIB&RC has permitted the usage of 507 registered Crop Protection products with drones for an interim period of 2 years."
2023,70,"Sustainability",6,"strong","In progress","SDG 13, SDG 15","initiative, kpi","✓","","The company has planted a significant number of saplings across its locations.","Coromandel has planted around 3.86 lakh saplings till date covering an area of 918 acres across its Nutrient business unit locations with ~17,000 saplings being planted this year."
2023,49,"Natural Capital",6,"strong","Measurable","SDG 7","kpi","✓","","The company reports its consumption of energy from renewable sources.","Coromandel consumed 862 GJ (FY 22: 422 GJ) of energy from renewable fuels and 21,573 GJ (FY 22: 22,677 GJ) of electricity generated from renewable sources44."
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",5,"moderate","In progress","SDG 6, SDG 13","initiative, target","","","The company implements projects to reduce freshwater consumption and greenhouse gas emissions.","Additionally, the company has taken proactive measures within its manufacturing plants to reduce freshwater consumption and mitigate Scope 1 and 2 greenhouse gas emissions, with specific projects currently underway."
2023,45,"Our Key Programs",5,"moderate","In progress","SDG 2, SDG 8, SDG 12","policy, initiative","","","The company collaborates with stakeholders to address key issues related to agri-input quality, accessibility, and affordability.","These collaborations have enabled the company to address key issues such as agri-input quality, accessibility, and affordability while remaining actively engaged with its stakeholders and responding to their evolving needs."
2023,45,"Our Key Programs",5,"moderate","In progress","SDG 2, SDG 12","policy, initiative","","","The company actively participates in policy interventions to promote positive change in agriculture.","By actively engaging in multiple policy interventions, it clearly demonstrates the company’s unwavering commitment to promoting positive change in these specific fields."
2023,45,"Our Key Programs",5,"moderate","In progress","SDG 2, SDG 12","policy, initiative","","","The company highlights its commitment to sustainable agricultural practices through policy interventions.","Coromandel’s active participation in these policy interventions highlights its commitment to promoting sustainable agricultural practices and its contribution to creating a better future for the agriculture industry."
2023,27,"Pillars, Themes, and Interventions",5,"moderate","In progress","SDG 7, SDG 13","initiative, policy","","","The company is actively working to reduce its carbon footprint and energy consumption through technological advancements and responsible practices.","Coromandel has been actively working to reduce its carbon footprint and is collaborating with suppliers to do the same by implementing technological advancements and responsible practices. It also prioritizes minimizing energy consumption throughout the manufacturing process."
2023,27,"Pillars, Themes, and Interventions",5,"moderate","In progress","SDG 5, SDG 8","policy, initiative","","","The company promotes a safe and inclusive workplace that respects diversity and implements policies to reinforce fair employment practices and promote gender diversity.","Coromandel recognizes that its employees can thrive and perform at their best when they are provided with a safe and inclusive workplace that respects diversity of thought, gender, experience, age, and other factors. » Established a comprehensive Human Rights Policy to reinforce fair employment practices across the organization. » Dedicated to promoting gender diversity by implementing enabling policies and strategies."
2023,47,"Corporate Social Responsibility",5,"moderate","In progress","SDG 4, SDG 5","initiative","✓","","The company implements a scholarship scheme to promote girls' education and reduce child marriages.","One of the major initiatives undertaken by the organization is the Coromandel Girl Child Scholarship Scheme, which aims to promote the education of girl children in rural areas and reduce the number of child marriages."
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",5,"moderate","In progress","SDG 8","policy, initiative","","","The company prioritizes employee well-being and safety by investing in occupational health and safety measures.","Coromandel places a high priority on the well-being and safety of its employees and workers, constantly upgrading and investing in occupational health and safety measures."
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",5,"moderate","In progress","SDG 5","policy, initiative","","","The company promotes gender diversity and inclusion in the workplace.","The organization also acknowledges the significance of gender diversity and strives to foster an environment that promotes equal opportunities and inclusion."
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",5,"moderate","In progress","SDG 17","target","✓","","The company received a score of 50 in the DJSI Corporate Sustainability Assessment, recognizing its sustainability efforts.","The company's commitment and efforts were recognized in the DJSI Corporate Sustainability Assessment (2022), where it achieved a score of 50."
2023,29,"Materiality Assessment",5,"moderate","In progress","SDG 9, SDG 12","initiative, target","","","Coromandel implements quality control processes and engages with farmers to ensure high product quality and regulatory compliance.","Poor product quality can damage brand reputation among customers and result in loss of business. Coromandel implements multiple processes to ensure all our products adhere to the strictest quality standards and are in complete compliance with regulatory requirements. QA & QC processes are followed with due regard. Its staff maintains constant engagement with farmers and are extremely receptive to all feedback provided. Coromandel also has best-in-class manufacturing infrastructure and runs operations in line with Standard Operating Procedures."
2023,27,"Pillars, Themes, and Interventions",4,"moderate","Planned","SDG 15","initiative, target","","","Coromandel plans to develop a comprehensive plan to mitigate the impacts of its manufacturing operations on biodiversity.","» Develop a comprehensive plan to mitigate the impacts of its manufacturing operations on the local biodiversity surrounding the plants."
2023,27,"Pillars, Themes, and Interventions",4,"moderate","Planned","SDG 15","initiative, target","","","Coromandel aims to enhance its ecological preservation strategy by increasing green cover around its facilities to support biodiversity.","» Enhance the ecological preservation strategy by bolstering the green cover within and around the manufacturing facilities. This will help foster and support biodiversity in the area."
2023,27,"Pillars, Themes, and Interventions",4,"moderate","Planned","SDG 13, SDG 8","initiative, target","","","Coromandel plans to implement nature-based solutions that address climate change and create sustainable livelihoods.","» Implement nature-based solutions that not only aid in adapting to climate change but also provide sustainable livelihood opportunities."
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",4,"moderate","In progress","SDG 13, SDG 15","initiative","","","The company implements greenbelt expansion initiatives to promote environmental sustainability.","Coromandel has demonstrated a strong commitment to environmental sustainability through its ongoing greenbelt expansion initiatives (Green Visakha, Miyawaki plantations, Neem plantations)."
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",4,"moderate","Planned","SDG 7, SDG 13","initiative, target","","","The company prioritizes increasing the use of renewable energy sources.","Recognizing the importance of renewable energy, Coromandel is prioritizing the increase of renewable sources in its energy sourcing mix."
2023,70,"Sustainability",4,"moderate","In progress","SDG 7, SDG 13","initiative","","","The company has implemented initiatives to reduce emissions throughout its operations.","It has implemented new initiatives and innovations targeting reduction of emissions from across its value chain."
2023,70,"Sustainability",4,"moderate","In progress","SDG 13, SDG 15","initiative","","","The company has implemented various projects to enhance greenbelt coverage and biodiversity.","Over the years, it has executed a series of initiatives aimed at enhancing greenbelt coverage including projects such as land reclamation (Harithavanam at Visakhapatnam), expansion of Neem plantation, Birds Paradise (at Kakinada) and Green Visakha (at Visakhapatnam)."
2023,49,"Natural Capital",4,"moderate","In progress","SDG 6, SDG 7, SDG 12, SDG 15","initiative","","","The company outlines specific actions to manage resources responsibly, including promoting renewable energy and minimizing waste.","To responsibly manage these resources, the focus is on optimizing energy consumption, promoting the adoption of renewable energy sources, minimizing water usage and waste production, and preserving biodiversity."
2023,27,"Pillars, Themes, and Interventions",4,"moderate","Planned","SDG 6","initiative, policy","","","The company plans to implement water recycling and replace groundwater consumption with harvested rainwater and desalination.","water recycling interventions to optimize water resources. Replace groundwater consumption with harvested rainwater and by operationalizing the desalination plant."
2023,47,"Corporate Social Responsibility",4,"moderate","Planned","SDG 1, SDG 4, SDG 3, SDG 5","policy, initiative","","","The company's CSR policy focuses on supporting programs that empower disadvantaged communities through various social development areas.","The CSR policy is directed towards identifying and supporting programs aimed at empowering the disadvantaged sections of society through education, access to financial services, healthcare, drinking water, and sanitation."
2023,32,"Inputs Financial Capital Intellectual Capital Human Capital Social & Relationship Capital Natural Capital Manufactured Capital",4,"moderate","In progress","SDG 9, SDG 12","initiative","","","The company mentions scaling up manufacturing capacity and improving process efficiencies to meet market demand.","Undertaking a progressive scale-up of our manufacturing capacity and improving process efficiencies in response to the growing market demand"
2023,29,"Materiality Assessment",4,"moderate","In progress","SDG 2, SDG 12","initiative","","","The company conducts awareness programs for farmers and dealers on safe and effective product use.","Additionally, company’s front- end team conducts awareness programmes for farmers and dealers to ensure that they have adequate information on safe and effective use of products."
2023,29,"Materiality Assessment",4,"moderate","In progress","SDG 8","initiative","","","The company conducts occupational health and safety awareness sessions and campaigns for its workforce.","The company conducts several occupational health and safety awareness sessions and campaigns to equip its workforce (permanent and contract workers) with information that helps them to maintain safety in the workplace."
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",4,"moderate","In progress","SDG 17","governance","","✓","The company established a dedicated CSR and Sustainability Committee to ensure robust sustainability governance.","This year, Coromandel took a significant step towards reinforcing its commitment to sustainability by establishing a dedicated CSR and Sustainability Committee within the organization."
2023,68,"Corporate Social Responsibility",4,"moderate","In progress","SDG 3, SDG 4, SDG 5","initiative","","","The company supports various community development projects, including education, healthcare, skill development, and women empowerment.","The organisation has continued its commitment to give back to its communities through a range of projects from education and healthcare to skill development and nutrition, from sanitation and hygiene to women empowerment."
2023,27,"Pillars, Themes, and Interventions",3,"moderate","Planned","SDG 15","aspiration, initiative","","","Coromandel aims to minimize the environmental impact of its operations on biodiversity.","Its ongoing efforts focus on enhancing environment management practices to minimize the impact of its activities on biodiversity surrounding its facilities."
2023,106,"SECTION B: MANAGEMENT AND PROCESS DISCLOSURES",3,"moderate","Planned","SDG 12, SDG 14","aspiration, policy","","","The company aims to exceed EPR compliance in plastic waste management.","Furthermore, the Company is determined to go beyond Extended Producer Responsibility (EPR) compliance in the near future in terms of plastic waste management."
2023,53,"Biodiversity",3,"moderate","Planned","SDG 1, SDG 8","aspiration, policy","","","Coromandel aims to create livelihood opportunities through neem seed sourcing.","Through these collaborations, the organization aims to not only ensure the availability of premium-quality neem seeds but also create livelihood opportunities for the local communities."
2023,32,"Inputs Financial Capital Intellectual Capital Human Capital Social & Relationship Capital Natural Capital Manufactured Capital",3,"moderate","Planned","SDG 12","policy, aspiration","","","The company states its commitment to implementing the 3R (Reduce-Reuse-Recycle) philosophy.","Implementing 3R (Reduce-Reuse-Recycle) philosophy"
2023,59,"Management Discussion & Analysis",3,"moderate","Planned","SDG 12, SDG 13, SDG 17","aspiration, policy","","","The company is working towards establishing ESG targets for 2025 to promote sustainability.","The Company is in the process of setting ESG targets for FY2025 in line with long term commitments to drive sustainability across its operations."
2023,64,"Specialty Nutrients",3,"moderate","Mention only","SDG 2, SDG 12, SDG 15","policy, initiative","","","Stricter regulations are promoting the use of biologicals and integrated pest management systems in the crop protection market.","This is becoming a major influence on the global crop protection market and is resulting in the promotion of usage of biologicals and integrated pest management systems."
2023,64,"Specialty Nutrients",3,"moderate","Mention only","SDG 3, SDG 12, SDG 15","governance, initiative","","✓","The crop protection industry participated in discussions and provided input on a proposed ban of 27 pesticides.","The industry worked through the technical task force and presented its observations to the Expert Committee on the draft notification relating to the proposed ban of 27 pesticides."
2023,29,"Materiality Assessment",3,"moderate","Planned","SDG 9, SDG 12, SDG 15","aspiration, initiative","","","Coromandel will research green chemistry and eco-friendly products to minimize hazardous product use in agriculture.","Research on green chemistry and eco-friendly products will minimize the usage of hazardous products by the farming community."
2023,29,"Materiality Assessment",3,"moderate","Mention only","SDG 16","policy, governance","","✓","Coromandel emphasizes ethical conduct and governance through its values system and employee guidelines.","Coromandel strives to maintain the highest standards of ethics and governance. It is well aware of the negative impact on brand reputation if such practices are not fully adhered to. Coromandel adheres to the ‘Five Lights’ values and beliefs system and has a framework in place to ensure all employees adhere to Coromandel’s Guide to Business Conduct."
2023,29,"Materiality Assessment",3,"moderate","Planned","SDG 2, SDG 9, SDG 17","aspiration, policy","","","Coromandel aims to contribute to policy development in the agriculture sector.","Coromandel can contribute to industry perspectives and market insight and support regulators and policymakers frame fertiliser and other agriculture related policies."
2023,28,"Sustainability Governance",2,"weak","Mention only","SDG 8, SDG 10, SDG 17","policy","","","The company aligns social and environmental considerations with business objectives.","It aligns social and environmental considerations with business objectives, enabling the delivery of superior value to stakeholders."
